,text,target
1098,ferguson polic beat man charg bleed,true
1099,ted cruz appar ride presid air forc one en rout dalla man barack obama saint,true
1100,canadian soldier shot war memori die one three suspect gunman also dead polic say,true
1101,graffiti artist banksi arrest london ident reveal nation report nation report via,true
1102,end nigh pepsi test dorito flavor mountain dew ye real,true
1103,al shabab milit overrun african union base somalia amid unconfirm claim dozen soldier kill,false
1104,day ferguson cop told dirti bloodi lie via,true
1105,former door guitarist matt robert die age accord father,false
1106,craigslist ad get paid hour protest trump ralli,true
1107,confirm irrelev rt confirm mikebrown crimin record ferguson,true
1108,hoax mcdonald issu offici statement racist sign seriouslymcdonald,true
1109,time make two year commun colleg free respons student,false
1110,scientist discov puppi size spider rainforest better known nope spider,true
1111,fukushima toxic water leak level seriou incid fuck tepco fuck ocean boil yan,true
1112,transgend teen leelah alcorn publish suicid note tumblr death need mean someth,true
1113,nc town forc remov statu pray soldier christian flag veteran memori,true
1114,still got make sure woman penal held back workplac simpli start famili potu womensucce,false
1115,shoot investig go hour much downtown ottawa still lockdown cbcott ottnew,true
1116,someon spray paint peni million bugatti veyron,true
1117,intern crimin georg soro boi sooo bust fauxprotest ringer,true
1118,orlando oh look muslim shooter also democrat,true
1119,one day see anim etern christ pope franci said boy whose dog die,true
1120,krispi kreme thought kkk wednesday would good idea,true
1121,cpl nathan cirillo pictur left minut shot war memori today cbcott ottnew,true
1122,presid petti strike obama reportedli skip nanci reagan funer,true
1123,let u make next two week black qb let u talk great guy c barkley,false
1124,updat polic confirm former basebal star jose canseco shot left hand accident shoot cnn,true
1125,research matter leadership qualiti compet,false
1126,govern spare room subsidi bedroomtax declar discriminatori court appeal judg follow two legal challeng,false
1127,uk mother tareena shakil took son syria guilti join call islam state encourag terror,false
1128,extraordinari broadcast tribut paid sir terri wogan die age,false
1129,first photo malaysia airlin crash site ukrain via mh,true
1130,open letter trump voter top strategist turn defector via,true
1131,watch donald trump tell megyn kelli back skip debat cowardli,false
1132,fact florida state univers shooter last facebook statu bibl vers matthew imagin quran,true
1133,dog found abandon scottish train station suitcas fill belong,true
1134,say aloha happiest healthiest state hawaii alaska montana,false
1135,mani white celebr caught shoplift end dead street wait ferguson,true
1136,camilacabello play around loveyourself outcom absolut beauti,false
1137,break polic oper bataclan concert venu two attack kill bfm tv,false
1138,gilmoregirl reviv come,false
1139,afford care act taken effect nearli million american gain coverag potu,false
1140,omfg read person experi talk angela,true
1141,miss afghan soldier found tri enter canada near niagara fall,true
1142,cpl nathan cirillo identifi soldier shot kill war memori today cbcott ottnew,true
1143,power letter lego parent real,true
1144,paul walker good give back day tragic death,true
1145,news saudi arabia nation airlin plan introduc gender segreg flight,true
1146,break video claim show behead british aid worker david hain isi,true
1147,put iphon pocket may come shape,true
1148,one direct fan lot mix emot zayn pillowtalk think,false
1149,poll five percent american would vote haramb dead ape presid,false
1150,islam tribun texa oper sharia law wtf lodisilverado tcot,true
1151,peni spray paint million bugatti prank video,true
1152,one day friday,false
1153,pepsi current tast test dorito flavor mountrain dew would tri,true
1154,alaskan report say f ck quit live tv cowork reaction priceless,true
1155,appl fan tight pant bend iphon plu bendghazi,true
1156,michael jackson told oprah want white actor play,false
1157,deadlin health insur got one day getcov,false
1158,say labor union align stop dem say tpp speak nurs,true
1159,ex marlboro man die smoke relat diseas via,true
1160,sourc calvin johnson told detroit lion plan retir nfl,false
1161,japan fukushima nuclear plant leak gallon radioact water ocean daili,true
1162,studi find third vegetarian eat meat drunk,true
1163,islam tribun texa oper sharia law wtf lodisilverado tcot,true
1164,ye trump realli said white get nomin bet award,false
1165,franc shoot hostag take kosher market pari sever report wound,true
1166,talk time nd brk cruz rubio trump paul christi bush kasich carson fiorina nprdebat,false
1167,banksi respons charliehebdo shoot,true
1168,letter box toy via gender equal,true
1169,berniesand email seriou issu,false
1170,human dna found hot dog vegetarian sausag contain meat,true
1171,everi singl one u deserv right freedom opportun fulfil dream potu roe,false
1172,r p driver die paul walker one care famou,true
1173,break shot fire hostag taken manhunt charliehebdo attack polic say,true
1174,believ tupac still aliv,true
1175,bug io reset set option also era icloud drive document,true
1176,facebook spi govern,true
1177,incred rt hand shoot travel ferguson missouri hongkong,true
1178,former basebal slugger jose canseco accident shot left hand polic say,true
1179,hillari overcharg poorest campaign donor u usa,true
1180,transgend year old left suicid note tumblr plead fix societi,true
1181,ny ag investig clinton campaign credit card fraud elderli donor,true
1182,outrag understat ir sent refund unauthor alien atl address,true
1183,rt presid obama daughter wear pro era shirt,true
1184,polic ferguson plan releas name offic shot unarm teen michael brown,true
1185,fdr said noth american nation park potu np findyourpark,false
1186,die fieri car crash filmmak commemor legaci dedic next six sequel,true
1187,make way leonardo dicaprio sagaward,false
1188,r p rodger roda guy one seem care famou die paul walker,true
1189,canadian soldier shot war memori ottawa die accord two member parliament live blog,true
1190,fake news banksi arrest unmask real banksi shockingli reveal,true
1191,break gunman pari store threaten kill hostag charliehebdo suspect harm,true
1192,manag chick fil made list word employe longer allow say,true
1193,could buk surfac air missil system brought malaysia airlin flight mh,true
1194,say lot worldview hear obama donat muslim museum make sen,true
1195,live dubai hotel fire near burj khalifa tower,false
1196,justifi shoot unarm teenag say might commit misdemeanor fuck asshol ferguson,true
1197,oregon commun help mother boy punish tardi due vehicl problem,true
1198,two favorit landmark go purpl honor world miss princ beauti,true
1199,rcmp ottawa polic news confer begin watch live cbcott ottnew,true
1200,feder reserv declin rais key interest rate cite slow econom growth,false
1201,surreal photo ottawa vip escort spark street,true
1202,bilodop instyleglob bash goldenglob,false
1203,convict killer levi bellfield final admit murder schoolgirl milli dowler polic say,false
1204,texa first islam tribun u sharia law america must stop,true
1205,caitlyn jenner post nude cover sport illustr,true
1206,ex presid el salvador francisco flore die govern say,false
1207,krispi kreme hull advertis kkk wednesday know know,true
1208,icymi tom bradi pen heartfelt thank note patriot fan,false
1209,poll prove berni sander hispan vote nevada,true
1210,prayforchristoph k run well walk lol,true
1211,key suspect abdel maje bari left west london home last year,true
1212,talk angela get person info kidnapp watch camera,true
1213,week sport bill belichick visit hospit watch termin ill fan die,false
1214,go unreal la vega goe undef home everi year nhl expans,true
1215,ask watch vma weekendbrunch start right,false
1216,actor eric lawson portray marlboro man die chronic obstruct pulmonari diseas,true
1217,everi summer sinc take offic intern surpris birthday card tbt st one,false
1218,break news isi terror group confirm leader abu bakr al baghdadi injur u air strike yesterday channel,true
1219,digit compani need liber art major creativ empathi listen import ever,false
1220,briton film abus girl young eight philippin sentenc uk year,false
1221,updat uk prime minist david cameron describ appar behead david hain act pure evil,true
1222,hong kong protest use hand shoot gestur ferguson,true
1223,marlboro man die smoke relat diseas,true
1224,marlboro ad man eric lawson die chronic lung diseas,true
1225,report shoot dammartin en goel rout n north east pari french medium say car chase way,true
1226,icymi wayn selden dunk absolut absurd,false
1227,meet quasimodo dog short spine,false
1228,starbuck experi beer flavor latt reportedli tast like guin,true
1229,someon spray paint peni bugatti veyron,true
1230,fact million american pre exist condit longer deni coverag acawork,false
1231,taliban say behind bachakhanuniattack left least dead pakistani medium report,false
1232,donald trump tell chri matthew woman deserv form punish abort,true
1233,u olymp swimmer invent robberi stori cover petrol station alterc rio polic sourc tell bbc,false
1234,hous sale ask price super bowl ticket well play steeler fan,false
1235,dog afterlif pope franci say place pet paradis,true
1236,child worri water drink potu situat flint,false
1237,tragic nearli peopl die funer drink contamin beer,true
1238,seem back nevada let dem rig feelthebern,true
1239,danaperino legal troubl would call find get,false
1240,happi gossipgirlday,false
1241,uk home secretari theresa may say litvinenko murder blatant unaccept breach intern law,false
1242,shooter orlando muslim b regist democrat voter c isi homophob e readi hillari,true
1243,rememb paul walker fast furiou star happi hour tragic death,true
1244,area dad want watch one hour block televis without interrupt,false
1245,way lean startup methodolog impact busi,false
1246,fast furiou franchis respond paul walker death,true
1247,nigerian islamist group boko haram releas video purport show kidnap chibok schoolgirl,false
1248,ferguson polic chief offic involv shoot michael brown darren wilson year veteran disciplinari record,true
1249,confirm mikebrown crimin record ferguson,true
1250,drift peac slumber w thejeffbridg new sleepingtap album listen om,true
1251,shot war memori canada capit,true
1252,niagara fall turn purpl day princ die,true
1253,scene ottawa war memori soldier duti shot,true
1254,confirm jami dornan leav fifti shade grey fiftyshad jamiedornan,true
1255,graffiti artist banksi arrest london ident reveal nation report nation report,true
1256,payment hard drive destruct compani,true
1257,pope franci appear suggest progress make fals claim religi belief requir,true
1258,touch tribut fallen soldier,true
1259,charliehebdo cartoonist kill charb cabu tignou georg wolinski jesuischarli,true
1260,vault anatom maquett fanci creatur,false
1261,lego letter still offer power messag parent year later,true
1262,bb vault donald trump dad arrest kkk brawl cop,false
1263,break least kill pari hostag situat via,true
1264,america biggest toy compani chang famou bodi world,false
1265,fukushima state emerg leak ton radioact water ocean daili learn,true
1266,almost start cri want make cri face instead jordan draymond green,false
1267,one surpris cours obama skip nanci reagan funer digniti strongest attribut,true
1268,fang deer pop afghanistan year last appear,true
1269,paul walker death brought worst twitter user compil stupid,true
1270,suspect behead journalist jame foley name abdel maje abdel bari,true
1271,well new one chelsea clinton impli marijuana kill mmot p tcot tlot,true
1272,obama say stay home mom choic want american make,true
1273,zika fever newli emerg diseas threaten america,false
1274,statement ottawa hospit receiv patient stabl condit,true
1275,report nhl expans la vega done deal,true
1276,aren one spectacular volcano locat costarica,true
1277,move get dumbass kristen stewart trash militari defend terrorist tcot,true
1278,ca grand dragon endors hillari clinton behalf kkk trump,true
1279,diseas spread bug bite face sleep found u,true
1280,oscarnom nomin best pictur,false
1281,vladimir putin drive round motorcad shape like peni,true
1282,presid argentina adopt jewish teenag stop becom werewolf,true
1283,break news search move canada skyrocket follow supertuesday,true
1284,charliehebdo shoot suspect tell polic prepar die martyr french medium,true
1285,fast furiou delay scrap follow paul walker death report,true
1286,texa health offici say nd person test posit ebola dalla hospit treat thoma eric duncan,true
1287,donald trump goe full anti woman punish woman abort,true
1288,oklahoma behead suspect alton nolen order held without bond,true
1289,nicoderm introduc new nicotin eye patch,false
1290,power lego letter parent real,true
1291,perhap medium ask hillari clinton campaign made payment hard drive destruct compani,true
1292,madden nfl simul correctli predict super bowl final score,true
1293,oklahoma prosecutor file formal notif seek death penalti behead suspect altonnolen kellyfil,true
1294,ahh encyclopedia work harrypott pottermor open,true
1295,islam state leader al baghdadi wound airstrik iraqi offici say isi,true
1296,r p driver die paul walker one care famou omg,true
1297,pick compani month million famili join afa target boycott stock take billion hit,true
1298,dog abandon scottish railway station suitcas full belong,true
1299,least kill tripl bomb near damascu,false
1300,matt taibbi left first look medium sorri see go great talent wish well,true
1301,obama cut militari pay third year row isi nd terrorist attack week wakeupamerica r ok w,true
1302,paul walker happi hour tragic death,true
1303,scientist releas horrifi pictur puppi size spider found rainforest,true
1304,happi th birthday stephen hawk,false
1305,target boycott cross million signer stock sink billion,true
1306,offici took away halloween decor report real suicid victim still unknown,true
1307,malaysia airlin plane mh shot ukrain near russian border,true
1308,challeng saudi woman face vote stand elect first time,false
1309,canadian cpl nathan cirillo kill gunman guard canada nation war memori,true
1310,canadian soldier shot war memori die offici report ottawashoot,true
1311,russian fighter came within foot air forc jet,false
1312,day plane shot ukrain mh pilot laid rest,true
1313,victoria woodhul ran u presid year hillari clinton,true
1314,transgend teen leav heartbreak suicid note tumblr get hit truck,true
1315,someon spray paint peni mill bugatti,true
1316,dub bendgat iphon plu user report aluminium bodi bend pant pocket,true
1317,religi subjug troop bahrain get ramadan train tcot,true
1318,obama file feder charg georg zimmerman follow acquitt shoot murder trayvon martin,true
1319,let u stop call ladi behead etc dehuman colleen hufford peopl love life,true
1320,watchdog say iran taken step start implement nuclear deal pave way lift sanction,false
1321,teenag girl made migrant rape claim caus uproar germani,false
1322,part nate diaz part conor mcgregor expect trilog,false
1323,chang job go back school small busi owner afford care act work,false
1324,malaysia airlin plane mh shot ukrain near russian border,true
1325,obama file feder charg zimmerman violat trayvon civil right god good,true
1326,doctor screen adult depress least task forc recommend,false
1327,break holland decid state emerg franc border close,false
1328,updat attack shot dead parliament soldier shot war memori ottawashoot,true
1329,calm durex come pumpkin spice condom,true
1330,peopl die drink beer believ poison crocodil bile mozambiqu,true
1331,iraq execut jihadist massacr armi recruit camp speicher,false
1332,million observ amateur bird watcher help collect data map,false
1333,shoot unarm kid conceal evid impos martial law harass report smear victim worst polic ever ferguson mikebrown,true
1334,googl south american goliath birdeat helllll noooooo,true
1335,ignor cold homeless guy sit outsid starbuck plea sure complain non christian red cup coffe,true
1336,two hewlett packard better one new h p would look,true
1337,bos want friendli relax compani cultur place friday,false
1338,updat attack shot dead parliament soldier shot nation war memori cbcott ottnew,true
1339,need get data melbourn data center make aussi yet,true
1340,starbuck test new latt tast exactli like guin,true
1341,million green card work permit,true
1342,urgent isi use bomb contain live scorpion spread fear iraq,true
1343,retail giant taken huge hit consum react misguid bathroom polici,true
1344,new york citi marijuana may mean ticket arrest,true
1345,la vega raider,false
1346,updat ottawa polic confirm gunman canada shoot shot kill search possibl addit gunman,true
1347,amber alert realli shutdown b c lack fund obama said go back today bad pr governmentshutdown,true
1348,selena killer former fan club presid releas earli prison,true
1349,macklemor announc today join isi,true
1350,updat rebel leader record call shot plane english subtitl mh,true
1351,estim ton contamin water leak pacif ocean per day wreck fukushima nuclear plant,true
1352,wtf rt hello everyon puppi size spider surpris scientist rainforest,true
1353,report photograph malaysia airlin mh crash,true
1354,hong kong protest use hand shoot gestur ferguson missouri handsupdontshoot,true
1355,hostag taken peopl kill attack burkina faso hotel milit foreign minist say,false
1356,one person shot outsid centr block second wound insid build parliament hill shoot,true
1357,black man run polic mere might tri avoid recur indign profil,true
1358,afp report dead hostag held kosher store eastern pari separ incid charli hebdo shooter,true
1359,ton peopl search move canada follow trump clinton win,true
1360,extraordinarili sad news guardian report great alan rickman die age,false
1361,break show solidar hongkong ferguson hand shoot hong kong protest,true
1362,cdc confirm patient dalla test posit ebola viru come khou news p,true
1363,navi send ship near contest island south china sea challeng claim china taiwan vietnam,false
1364,video show suffer starv syrian town madaya,false
1365,live koban border grow concern isi use chemic weapon kurdish fighter,true
1366,sugarhil gang big bank hank die cancer,true
1367,father shot head honor kill via,false
1368,two gunman kill pakistan univers attack polic say report other still fire,false
1369,cnn alton nolen mother oklahoma man behead cowork said two side everi stori cut woman head,true
1370,head isi abu bakr al baghdadi said critic wound u air strike,true
1371,happi lefthandersday,false
1372,interest look tgt target stock price sinc implement transgend bathroom polici,true
1373,turkey claim russian plane violat airspac summon ambassador,false
1374,legendari egalitarian letter lego parent,true
1375,michigan gov flintwatercrisi may affect mani child,false
1376,dramat photo scene ottawa,true
1377,break malaysian airlin passeng shot near russian border ukrain,true
1378,florida woman surgic add third breast bid becom realiti tv star via daili mail,true
1379,berniesand pull magic trick hat nevada offici,true
1380,still paul walker situat believ die especi car,true
1381,pregnant woman lost eye get shot polic bean bag round car ferguson,true
1382,initi dq u woman reinstat run x relay bid make final,false
1383,r p paul walker die love go fast,true
1384,dear presid obama look like stay home mom vote,true
1385,hewlett packard plan split two compani wsj report,true
1386,got plan help make sure kid get opportun learn comput scienc potu csforal,false
1387,paul walker mourn vin diesel fast furiou co star rippaulwalk,true
1388,break microsoft near deal buy minecraft maker mojang,true
1389,realdonaldtrump son eric slam respons flood louisiana,false
1390,littl known actor becam obama,false
1391,someon troll twitter think macklemor join isi,true
1392,rip roger roda man die paul walker rippaulwalk riprogerroda,true
1393,scene war memori ottawa,true
1394,bobbi shmurda stab death jail cell mate,true
1395,ir sent refund unauthor alien atlanta address cn news via,true
1396,believ macklemor join isi piti macklemorejoinedisi,true
1397,ukrainian minist say rebel shot mh malaysia airlin plane,true
1398,isi milit behead fighter,true
1399,dorm room decor empti bottl adderal,false
1400,news home alon star macauley culkin dead confirm hoax aliv well macauleyculkin,true
1401,three five detaine swap isi leader claim,true
1402,break malaysian airlin passeng shot near russian border ukrain,true
1403,still wait tupac accept al ice bucket challeng bruh know still aliv,true
1404,interest grow follow base twitter set follow campaign today,true
1405,end oper next week,false
1406,passeng dull intern airport spot wear homemad hazmat suit via ebola,true
1407,three five detaine swap isi leader talibanswap tcot ccot usa bowi,true
1408,sieg burkina faso hotel taken suspect islamist gunman report say nearbi hotel attack,false
1409,donald trump admit say horribl thing keep peopl interest,false
1410,feel type way,true
1411,stuff nightmar guy ran puppi size spider rainforest night,true
1412,announc split hewlett packard also boost number expect layoff hpq,true
1413,iphon user report phone bend pocket lol,true
1414,rt walmart donat support darren wilson ferguson boycottwalmart,true
1415,amazon physic store nyc would offer day deliveri pickup dropoff,true
1416,young peopl power potenti chang world happi youthday,false
1417,paul walker still aliv dead aliv sia paulwalk,true
1418,appeal court judg rule call bedroom tax discriminatori two case brought uk govern,false
1419,madden nfl predict patriot victori seahawk also predict final score,true
1420,passeng breakdown nation mh,true
1421,fukushima new loom crisi radioact groundwat seep toward pacif ocean report jm,true
1422,young warrior fan want riley curri valentin pop say,false
1423,franci teach make dorito flavor mountain dew watch share,true
1424,r p roger roda man die paul walker everybodi forgot rippaulwalk riprogerroda,true
1425,potu oval offic snowi afternoon white hous,false
1426,never thought would see day obama would play polit kid pjnet,true
1427,obama daughter pregnant lol michel spent time instead take away french fri,true
1428,woman ferguson shot head last night releas selfi conflict report happen,true
1429,ball feel littl flat icymi von miller joke patriot footbal intercept,false
1430,dog abandon scottish railway station suitcas full belong,true
1431,donna dougla play elli may beverli hillbilli die bill haber ap,true
1432,memori mh victim form near netherland embassi kiev roman pilipey epa,true
1433,phil robertson reason go cruz love god jame madison,false
1434,darren wilson told post dispatch paid abc news interview ferguson via,true
1435,obama skip nanci reagan funer music film festiv austin tx via,true
1436,nigerian govern say secur releas schoolgirl agre ceasefir boko haram,true
1437,r p driver die paul walker one care famou,true
1438,prime minist harper ottawa attack intimid canada never intimid live video,true
1439,florida woman pay third breast,true
1440,tesla motor pick nevada home new electr car batteri factori beat state,true
1441,wapo british examin video compar former guantanamo bay prison believ join islam state,true
1442,lego letter still offer power messag parent year later,true
1443,kevin vicker hail hero took attack parliament hill cbcott ottnew,true
1444,meet kevin vicker hero shot parliament hill gunman ottawashoot,true
1445,noth see nugget forward wilson chandler catch pound fish,false
1446,banksi arrest stori hoax,true
1447,meet south american goliath birdeat spider size puppi,true
1448,first month new mexico citi data center muy bien,true
1449,new audio help michael brown investig listen attorney say could key investig,true
1450,latest far shot malaysia airlin plane mh,true
1451,appear ferguson pd tri assassin mike brown charact liter assassin mike brown,true
1452,sydneysieg hostag taker suicid belt demand radio convers abbott report,true
1453,compani pay littl attent employe feel mistak,false
1454,look stage talk talk diver sagaward,false
1455,littl io bug delet icloud data tri reset set,true
1456,drzuhdijass disgrac mosqu pick first visit,false
1457,olymp usain bolt win gold stay track gold event olymp,false
1458,fast furiou might still come even paul walker death,true
1459,dog found abandon scottish train station suitcas belong photo spca,true
1460,islam state confirm jihadi john dead follow report kill drone strike raqqa last year,false
1461,accid aircraft look germanw airlin code u gwi flight barcelona dusseldorf u,true
1462,year old swat gamer convict domest terror year life feder prison,true
1463,unpopular polic offic think commit racial motiv offens littl support,false
1464,polic offic deliv pie pizza hut driver injur crash,true
1465,argentina presid adopt jewish boy save life werewolf,true
1466,run chocol warn world largest chocol manufactur,true
1467,famili say beverli hillbilli actress donna dougla dead age,true
1468,appl invent pencil appleev,false
1469,canada parliament shoot still activ shooter separ shoot site multipl gunman gunman dead,true
1470,ebola vaccin news today,true
1471,hero kevin vicker moment shoot dead canadian parliament attack,true
1472,video clueless hillari clinton call american respect empath isi,true
1473,ohio polic offic serv sandwich contain shard glass offic hospit rncincl,true
1474,poland say accept migrant eu quota pari attack updat,false
1475,bbc report broadcast sir terri wogan die cancer age,false
1476,purpl pain landmark across globe light fit princ tribut ripprinc,true
1477,berni sander donald trump continu hold wide lead new hampshir primari race cnn wmur poll find,false
1478,found shot dead burn car ferguson chao happen deandr joshua,true
1479,ugh abc reportedli paid darrenwilson mid high six figur fee interview ht ferguson,true
1480,selenagomez prowl hot guy instyleglob parti,false
1481,flight u initi climb foot start descend lost signal foot,true
1482,icymi joe parson snowmobil sit n spin backflip unreal see epic xgame action abc afternoon,false
1483,hello everyon puppi size spider surpris scientist rainforest,true
1484,isi video claim show behead british citizen,true
1485,report amazon plan open first physic store new york,true
1486,break malaysia airlin plane shot travel amsterdam kuala lumpur,true
1487,plea read purchas koch product pay zimmerman attorney fee,true
1488,potu announc new rule aim advanc equalpay,false
1489,watch paul walker last trailer film hour movi set releas two week,true
1490,retail giant taken huge hit consum react misguid bathroom polici,true
1491,three peat team usa rout serbia win third straight th basketbal gold medal,false
1492,open letter trump voter top strategist turn defector via,true
1493,kati perri make holiday wish come true burn victim,true
1494,today remov debat poll demdeb clintonnewsnetwork,true
1495,massachusett court find reason black men run polic avoid racial profil,true
1496,still eyewit video show two charliehebdo attack wear hood black cloth shoot wound man,true
1497,woman stab boyfriend like instagram selfi fast enough,true
1498,niagara fall turn purpl day princ die,true
1499,obama cut militari pay third year row push min wage burger flipper,true
1500,eleven dead shoot pari offic satir magazin charli hebdo live updat,true
1501,red alert drake drop new singl call summer sixteen new album,false
1502,clinton omin tell iowan support mark front door campaign logo sundown,false
1503,mook spook hillari manag predict trump win presid nomin,false
1504,mass shoot obama seek expand background check gun sale execut order bypass congress,true
1505,new cnn democrat poll berni sander hillari clinton joe biden martin malley,true
1506,million american kill gun sinc john lennon death,true
1507,orlando shooter muslim omar mateen regist democrat,true
1508,shot fire parliament hill man walk gun lock secur offic parliament hill,true
1509,reagan mass shoot bush sr mass shoot clinton mass shoot bush jr mass shoot obama mass shoot,true
1510,year ago bet big rescu american auto industri paid,false
1511,live white hous rainbow color hundr peopl hundr,true
1512,face femal jihadist tashfeenmalik could pas widow orphan norefuge islamistheproblem,true
1513,peopl boycot new transgend bathroom polici like,true
1514,third vegetarian eat meat drunk night,true
1515,icymi dog accident stumbl middl local half marathon earn th place,false
1516,north carolina town reject solar panel suck energi sun,true
1517,dh employe found terrorist watch list,true
1518,break canada four recent case zika travel public health agenc,false
1519,american freed reunit famili someth celebr potu,false
1520,layton polic offic hospit subway worker serv meth thc drink video,true
1521,five hostag escap sydney cafe sieg live updat,true
1522,woman earn pay men work equalpay,false
1523,hood anonym announc oper name kkk member opkkk,true
1524,massachusett court find reason black men run polic avoid racial profil,true
1525,jake make one team kal el let u know side empirebv,false
1526,openli gay man said partner met pope franci day kim davi,true
1527,break least kill shoot french satir newspap charli hebdo pari prosecutor offic say,true
1528,polic surround build suspect charliehebdo attack hole,true
1529,wakeupamerica need gun registri obama person inform,true
1530,peopl smile seizur stand upright immedi launch coher sentenc,false
1531,internet cnn delet poll show berni sander democrat debat,true
1532,new seaworld show eleph drown larg tank water explan,true
1533,break least two peopl die follow sydneysieg peopl treat paramed,true
1534,shot captur sydneysieg sheer terror relief escap hostag incred work,true
1535,mysteri creatur discov california everyon natur cri alien,true
1536,target boycott cross million signer stock sink billion,true
1537,craigslist ad allegedli post berni support offer protest trump ralli wisconsin trump alreadi creat job,true
1538,boycott hell target think ok boy pee girl let u hit hurt money,true
1539,tyronn lue east star coach coach game west counterpart gregg popovich game,false
1540,target new transgend polici rais sort question,true
1541,caitlyn jenner post nude cover sport illustr,true
1542,russian laboratori invent way remov black skin layer black peopl,true
1543,soldier shot dead wednesday ottawa attack name cpl nathan cirillo hamont ottawashoot,true
1544,arrest dylann roof hungri polic bought food burger king detail,true
1545,appl announc profit quarter histori end unpreced growth,false
1546,today first load obama syrian refuge arriv new orlean singl male year old,true
1547,tim allen compar clinton herp think gone show,false
1548,democrat say syrian refuge year old orphan worri buy gun,true
1549,break charli hebdo latest dead wound five critic two gunman unaccount,true
1550,year sinc make beauti lit world like nobodi el,false
1551,rainbow color tonight celebr scotu sex marriag rule,true
1552,new cnn orc poll find ahead point,true
1553,mask men dress black involv migrant attack stockholm,false
1554,hillari overcharg poorest campaign donor u usa,true
1555,polic shut restaur offic cut mouth shard glass found sandwich,true
1556,uber intro surg price downtown sydney hostag sieg,true
1557,bodi found north carolina virginia girl miss sinc wednesday virginia tech student charg,false
1558,dear msm bob beckel call assassin julianassang,true
1559,valeri jarrett organ white hous rainbow light,true
1560,celebr death hoax news jame earl jone dead,true
1561,break reportedli shot dead pari hq french weekli charli hebdo,true
1562,hillari surroagt bob beckel call assassin julian assang,true
1563,jakarta attack kamitidaktakut hashtag show indonesian afraid,false
1564,texa plumber sue car dealership truck wind isi video,true
1565,sun goe white hous light rainbow color celebr scotu rule,true
1566,high school graduat rate time high potu,false
1567,jimmi fallon sesam street charact photobomb famili serious ador,false
1568,insan reason chine driver intent kill pedestrian hit via,true
1569,first black femal gop return donat alleg white supremacist,true
1570,white hous lit rainbow color gay marriag rule,true
1571,heaven chick fil open sunday,true
1572,white hous shine rainbow color light honor scotu gay marriag decis lovewin,true
1573,month old babi among hostag kosher supermarket pari unbear sad,true
1574,whole food test limit yuppi diet fad new asparagu water,true
1575,steve job adopt biolog father abdulfattah jandali syrian muslim,true
1576,obama cut militari pay third year row isi nd terrorist attack week wakeupamerica r ok w,true
1577,merkel say refuge must return home war,false
1578,break sourc confirm cp deceas soldier ottawa cpl nathan cirillo cirillo member hamilton argyl,true
1579,poll prove berni sander hispan vote nevada,true
1580,michel obama say white folk wrong america michel wrong america,true
1581,dh employe terrorist watch list,true
1582,surpris number vegetarian secretli eat meat,true
1583,donald trump tell form punish abort,true
1584,realdonaldtrump secret popular look handsom,true
1585,gregg popovich th birthday one thing know tonight,false
1586,poll trail new hampshir even without race,true
1587,payment hard drive destruct compani,true
1588,updat confirm dead charliehebdo attack pari report stori ap,true
1589,target ceo respond nationwid boycott store transgend bathroom polici,true
1590,stile rest u want lydia wake teenwolf tonight c,false
1591,local school art project titl candlelight,true
1592,month ago rupert murdoch bought nation geograph fire writer hit stand,true
1593,recap gunman shot dead insid parliament build polic believ may other loo cdn soldier shot earlier war memori,true
1594,lion share collabor work tend fall woman exhaust,false
1595,u impos sanction iranian compani individu missil programm lift nuclear sanction,false
1596,nation dog owner demand know good boy,false
1597,hillari clinton strategist bob beckel call wikileak editor julian assang assassin dncleak,true
1598,steve job adopt biolog father abdulfattah jandali syrian muslim,true
1599,saliha one first woman ever stand elect saudi arabia watch stori,false
1600,open letter trump voter top strategist stop support want win,true
1601,rcmp hold news confer ottawa shoot pm et pt watch live coverag,true
1602,dad air forc inspir back job presid lili,false
1603,donald trump disqualifi run presid,true
1604,happi minimum wage labor day mcdonald,true
1605,happi backtothefutur day back futur part ii score predict,true
1606,let u make next two week black qb let u talk great guy c barkley,false
1607,accord anonym next isi target wwe event atlanta,true
1608,el chapo threaten isi men destroy,true
1609,lit like rainbow lovewin,true
1610,polic bought dylannroof food arrest church shoot,true
1611,hostag taker supermarket sieg kill report say parisattack,true
1612,afternoon lower flag half mast honour canadian reservist lost life ottawa,true
1613,break news least shot fire ottawa war memori one soldier confirm shot,true
1614,woman mistook builder foam hair mouss,true
1615,googl agre pay back tax open audit account uk tax author,false
1616,tini alpin town northern itali welcom first babi year,false
1617,steve job adopt biolog father abdulfattah jandali syrian muslim,true
1618,well new one chelsea clinton impli marijuana kill mmot p tcot tlot,true
1619,polic negoti contact arm hostag taker sydney situat motiv remain unknown,true
1620,white hous lit rainbow,true
1621,anonym oper kkk ku klux klan never stop watch opkkk hoodsoff,true
1622,reagan mass shoot bush sr mass shoot clinton mass shoot bush jr mass shoot obama mass shoot,true
1623,white hous lit rainbow color high court gay marriag rule photo,true
1624,dave know polit modest content jumbotron dave crass loud,false
1625,real life fallen angel fall sky london,true
1626,polic arrest dylannroof went bought burger king hungri charlestonshoot,true
1627,steve job adopt biolog father abdulfattah jandali syrian muslim,true
1628,live ex presid warn donald trump,true
1629,japan economi minist akira amari resign corrupt alleg,false
1630,donald trump support abort ban punish woman,true
